code,name,hierarchy_level,hierarchy_level_name,parent_loc_code,lang_code,is_active,cr_by,cr_dtimes
L5768,DAGBATI,5,Localit̩,CNT189,fra,t,superadmin,2021-11-25 01:30:04.082
L5769,HEDOME,5,Locality,CNT185,eng,t,superadmin,2021-11-25 01:30:04.082
L5769,HEDOME,5,Localit̩,CNT185,fra,t,superadmin,2021-11-25 01:30:04.082
L5771,KPEYIDJI,5,Locality,CNT189,eng,t,superadmin,2021-11-25 01:30:04.082
L5771,KPEYIDJI,5,Localit̩,CNT189,fra,t,superadmin,2021-11-25 01:30:04.082
L5774,VO-ATTIVE,5,Locality,CNT189,eng,t,superadmin,2021-11-25 01:30:04.082
L5774,VO-ATTIVE,5,Localit̩,CNT189,fra,t,superadmin,2021-11-25 01:30:04.082
L5775,ADOUHO,5,Locality,CNT185,eng,t,superadmin,2021-11-25 01:30:04.082
L5775,ADOUHO,5,Localit̩,CNT185,fra,t,superadmin,2021-11-25 01:30:04.082
L5777,VOGAN,5,Locality,CNT185,eng,t,superadmin,2021-11-25 01:30:04.082
L5777,VOGAN,5,Localit̩,CNT185,fra,t,superadmin,2021-11-25 01:30:04.082
L5780,BADOUGBE-ADJOME,5,Locality,CNT188,eng,t,superadmin,2021-11-25 01:30:04.082
L5780,BADOUGBE-ADJOME,5,Localit̩,CNT188,fra,t,superadmin,2021-11-25 01:30:04.082
L5781,AGOTEKPE,5,Locality,CNT189,eng,t,superadmin,2021-11-25 01:30:04.082
L5781,AGOTEKPE,5,Localit̩,CNT189,fra,t,superadmin,2021-11-25 01:30:04.082
L5784,AHONKPE,5,Locality,CNT189,eng,t,superadmin,2021-11-25 01:30:04.082
L5784,AHONKPE,5,Localit̩,CNT189,fra,t,superadmin,2021-11-25 01:30:04.082
L5789,AVETCHEDOME,5,Locality,CNT185,eng,t,superadmin,2021-11-25 01:30:04.082
L5789,AVETCHEDOME,5,Localit̩,CNT185,fra,t,superadmin,2021-11-25 01:30:04.082
L5792,SAGADA,5,Locality,CNT185,eng,t,superadmin,2021-11-25 01:30:04.082
L5792,SAGADA,5,Localit̩,CNT185,fra,t,superadmin,2021-11-25 01:30:04.082
L5795,BAME,5,Locality,CNT185,eng,t,superadmin,2021-11-25 01:30:04.082
L5795,BAME,5,Localit̩,CNT185,fra,t,superadmin,2021-11-25 01:30:04.082
L5803,LOM-NAVA,5,Locality,CNT185,eng,t,superadmin,2021-11-25 01:30:04.082
L5803,LOM-NAVA,5,Localit̩,CNT185,fra,t,superadmin,2021-11-25 01:30:04.082
L5804,AMOINDJI,5,Locality,CNT185,eng,t,superadmin,2021-11-25 01:30:04.082
L5804,AMOINDJI,5,Localit̩,CNT185,fra,t,superadmin,2021-11-25 01:30:04.082
L5805,DJOKOTO,5,Locality,CNT189,eng,t,superadmin,2021-11-25 01:30:04.082
L5805,DJOKOTO,5,Localit̩,CNT189,fra,t,superadmin,2021-11-25 01:30:04.082
L5806,VO-TOPKLI,5,Locality,CNT186,eng,t,superadmin,2021-11-25 01:30:04.082
L5806,VO-TOPKLI,5,Localit̩,CNT186,fra,t,superadmin,2021-11-25 01:30:04.082
L5807,VO-KOUTIME,5,Locality,CNT186,eng,t,superadmin,2021-11-25 01:30:04.082
L5807,VO-KOUTIME,5,Localit̩,CNT186,fra,t,superadmin,2021-11-25 01:30:04.082
L5808,PEDAKONDJI,5,Locality,CNT185,eng,t,superadmin,2021-11-25 01:30:04.082
L5808,PEDAKONDJI,5,Localit̩,CNT185,fra,t,superadmin,2021-11-25 01:30:04.082
L5810,GBEDEPEME,5,Locality,CNT191,eng,t,superadmin,2021-11-25 01:30:04.082
L5810,GBEDEPEME,5,Localit̩,CNT191,fra,t,superadmin,2021-11-25 01:30:04.082
L5811,MASSEKOPE,5,Locality,CNT185,eng,t,superadmin,2021-11-25 01:30:04.082
L5811,MASSEKOPE,5,Localit̩,CNT185,fra,t,superadmin,2021-11-25 01:30:04.082
L5812,KETA-AKODA,5,Locality,CNT187,eng,t,superadmin,2021-11-25 01:30:04.082
L5812,KETA-AKODA,5,Localit̩,CNT187,fra,t,superadmin,2021-11-25 01:30:04.082
L5816,MOME-HOUNKPATI,5,Locality,CNT191,eng,t,superadmin,2021-11-25 01:30:04.082
L5816,MOME-HOUNKPATI,5,Localit̩,CNT191,fra,t,superadmin,2021-11-25 01:30:04.082
L5817,ATCHANVEGLO,5,Locality,CNT190,eng,t,superadmin,2021-11-25 01:30:04.082
L5817,ATCHANVEGLO,5,Localit̩,CNT190,fra,t,superadmin,2021-11-25 01:30:04.082
L5820,DJANKASSE,5,Locality,CNT187,eng,t,superadmin,2021-11-25 01:30:04.082
L5820,DJANKASSE,5,Localit̩,CNT187,fra,t,superadmin,2021-11-25 01:30:04.082
L5823,ATCHANDOME,5,Locality,CNT186,eng,t,superadmin,2021-11-25 01:30:04.082
L5823,ATCHANDOME,5,Localit̩,CNT186,fra,t,superadmin,2021-11-25 01:30:04.082
L5824,BADJENOPE,5,Locality,CNT190,eng,t,superadmin,2021-11-25 01:30:04.082
L5824,BADJENOPE,5,Localit̩,CNT190,fra,t,superadmin,2021-11-25 01:30:04.082
L5825,VO-KPONOU,5,Locality,CNT186,eng,t,superadmin,2021-11-25 01:30:04.082
L5825,VO-KPONOU,5,Localit̩,CNT186,fra,t,superadmin,2021-11-25 01:30:04.082
L5829,KOUENOU,5,Locality,CNT187,eng,t,superadmin,2021-11-25 01:30:04.082
L5829,KOUENOU,5,Localit̩,CNT187,fra,t,superadmin,2021-11-25 01:30:04.082
L5833,YOHONOU,5,Locality,CNT190,eng,t,superadmin,2021-11-25 01:30:04.082
L5833,YOHONOU,5,Localit̩,CNT190,fra,t,superadmin,2021-11-25 01:30:04.082
L5838,KPAKPALAKPENOU,5,Locality,CNT190,eng,t,superadmin,2021-11-25 01:30:04.082
L5838,KPAKPALAKPENOU,5,Localit̩,CNT190,fra,t,superadmin,2021-11-25 01:30:04.082
L5839,ADJODOGOU,5,Locality,CNT186,eng,t,superadmin,2021-11-25 01:30:04.082
L5839,ADJODOGOU,5,Localit̩,CNT186,fra,t,superadmin,2021-11-25 01:30:04.082
L5844,BOKO,5,Locality,CNT186,eng,t,superadmin,2021-11-25 01:30:04.082
L5844,BOKO,5,Localit̩,CNT186,fra,t,superadmin,2021-11-25 01:30:04.082
L5845,KLOLOGO GAGNON,5,Locality,CNT190,eng,t,superadmin,2021-11-25 01:30:04.082
L5845,KLOLOGO GAGNON,5,Localit̩,CNT190,fra,t,superadmin,2021-11-25 01:30:04.082
L5849,MAMISSI,5,Locality,CNT186,eng,t,superadmin,2021-11-25 01:30:04.082
L5849,MAMISSI,5,Localit̩,CNT186,fra,t,superadmin,2021-11-25 01:30:04.082
L5856,YOTO-KOPE,5,Locality,CNT201,eng,t,superadmin,2021-11-25 01:30:04.082
L5856,YOTO-KOPE,5,Localit̩,CNT201,fra,t,superadmin,2021-11-25 01:30:04.082
L5857,ESSE-ZOGBEDJI,5,Locality,CNT200,eng,t,superadmin,2021-11-25 01:30:04.082
L5857,ESSE-ZOGBEDJI,5,Localit̩,CNT200,fra,t,superadmin,2021-11-25 01:30:04.082
L5878,SETEKPO,5,Locality,CNT198,eng,t,superadmin,2021-11-25 01:30:04.082
L5878,SETEKPO,5,Localit̩,CNT198,fra,t,superadmin,2021-11-25 01:30:04.082
L5887,DOUDAWA,5,Locality,CNT198,eng,t,superadmin,2021-11-25 01:30:04.082
L5887,DOUDAWA,5,Localit̩,CNT198,fra,t,superadmin,2021-11-25 01:30:04.082
L5888,AGODOME,5,Locality,CNT206,eng,t,superadmin,2021-11-25 01:30:04.082
L5888,AGODOME,5,Localit̩,CNT206,fra,t,superadmin,2021-11-25 01:30:04.082
L5896,ZOUVI,5,Locality,CNT206,eng,t,superadmin,2021-11-25 01:30:04.082
L5896,ZOUVI,5,Localit̩,CNT206,fra,t,superadmin,2021-11-25 01:30:04.082
L5905,GODJINME,5,Locality,CNT202,eng,t,superadmin,2021-11-25 01:30:04.082
L5905,GODJINME,5,Localit̩,CNT202,fra,t,superadmin,2021-11-25 01:30:04.082
L5906,DOMEZE KOPE,5,Locality,CNT202,eng,t,superadmin,2021-11-25 01:30:04.082
L5906,DOMEZE KOPE,5,Localit̩,CNT202,fra,t,superadmin,2021-11-25 01:30:04.082
L5922,DONOMADE,5,Locality,CNT206,eng,t,superadmin,2021-11-25 01:30:04.082
L5922,DONOMADE,5,Localit̩,CNT206,fra,t,superadmin,2021-11-25 01:30:04.082
L5923,GNAWOEME,5,Locality,CNT195,eng,t,superadmin,2021-11-25 01:30:04.082
L5923,GNAWOEME,5,Localit̩,CNT195,fra,t,superadmin,2021-11-25 01:30:04.082
L5926,TANOU,5,Locality,CNT195,eng,t,superadmin,2021-11-25 01:30:04.082
L5926,TANOU,5,Localit̩,CNT195,fra,t,superadmin,2021-11-25 01:30:04.082
L5928,ESSE-GODJIN,5,Locality,CNT202,eng,t,superadmin,2021-11-25 01:30:04.082
L5928,ESSE-GODJIN,5,Localit̩,CNT202,fra,t,superadmin,2021-11-25 01:30:04.082
L5935,MONENOU,5,Locality,CNT205,eng,t,superadmin,2021-11-25 01:30:04.082
L5935,MONENOU,5,Localit̩,CNT205,fra,t,superadmin,2021-11-25 01:30:04.082
L5936,KINI-KONDJI,5,Locality,CNT196,eng,t,superadmin,2021-11-25 01:30:04.082
L5936,KINI-KONDJI,5,Localit̩,CNT196,fra,t,superadmin,2021-11-25 01:30:04.082
L5937,ESSE-ANA,5,Locality,CNT202,eng,t,superadmin,2021-11-25 01:30:04.082
L5937,ESSE-ANA,5,Localit̩,CNT202,fra,t,superadmin,2021-11-25 01:30:04.082
L5938,DAWOHOE,5,Locality,CNT206,eng,t,superadmin,2021-11-25 01:30:04.082
L5938,DAWOHOE,5,Localit̩,CNT206,fra,t,superadmin,2021-11-25 01:30:04.082
L5941,ATAKPAMEDE,5,Locality,CNT205,eng,t,superadmin,2021-11-25 01:30:04.082
L5941,ATAKPAMEDE,5,Localit̩,CNT205,fra,t,superadmin,2021-11-25 01:30:04.082
L5944,TOKPLI,5,Locality,CNT205,eng,t,superadmin,2021-11-25 01:30:04.082
L5944,TOKPLI,5,Localit̩,CNT205,fra,t,superadmin,2021-11-25 01:30:04.082
L5945,AFIKOU-KONDJI,5,Locality,CNT205,eng,t,superadmin,2021-11-25 01:30:04.082
L5945,AFIKOU-KONDJI,5,Localit̩,CNT205,fra,t,superadmin,2021-11-25 01:30:04.082
L5946,SIKPE-AFIDEGNON,5,Locality,CNT204,eng,t,superadmin,2021-11-25 01:30:04.082
L5946,SIKPE-AFIDEGNON,5,Localit̩,CNT204,fra,t,superadmin,2021-11-25 01:30:04.082
L5950,ABOSSEHOE,5,Locality,CNT204,eng,t,superadmin,2021-11-25 01:30:04.082
L5950,ABOSSEHOE,5,Localit̩,CNT204,fra,t,superadmin,2021-11-25 01:30:04.082
L5954,ADABIAM,5,Locality,CNT205,eng,t,superadmin,2021-11-25 01:30:04.082
L5954,ADABIAM,5,Localit̩,CNT205,fra,t,superadmin,2021-11-25 01:30:04.082
L5956,WONOUGBA,5,Locality,CNT222,eng,t,superadmin,2021-11-25 01:30:04.082
L5956,WONOUGBA,5,Localit̩,CNT222,fra,t,superadmin,2021-11-25 01:30:04.082
L5963,AGOKPALA,5,Locality,CNT219,eng,t,superadmin,2021-11-25 01:30:04.082
L5963,AGOKPALA,5,Localit̩,CNT219,fra,t,superadmin,2021-11-25 01:30:04.082
L5970,FOKPE,5,Locality,CNT219,eng,t,superadmin,2021-11-25 01:30:04.082
L5970,FOKPE,5,Localit̩,CNT219,fra,t,superadmin,2021-11-25 01:30:04.082
L5972,KOTSOKOPE,5,Locality,CNT219,eng,t,superadmin,2021-11-25 01:30:04.082
L5972,KOTSOKOPE,5,Localit̩,CNT219,fra,t,superadmin,2021-11-25 01:30:04.082
L5985,LOM-NAVA,5,Locality,CNT219,eng,t,superadmin,2021-11-25 01:30:04.082
L5985,LOM-NAVA,5,Localit̩,CNT219,fra,t,superadmin,2021-11-25 01:30:04.082
L6002,AGBODJEKPO,5,Locality,CNT219,eng,t,superadmin,2021-11-25 01:30:04.082
L6002,AGBODJEKPO,5,Localit̩,CNT219,fra,t,superadmin,2021-11-25 01:30:04.082
L6005,GBAVE,5,Locality,CNT216,eng,t,superadmin,2021-11-25 01:30:04.082
L6005,GBAVE,5,Localit̩,CNT216,fra,t,superadmin,2021-11-25 01:30:04.082
L6017,TOKPO,5,Locality,CNT219,eng,t,superadmin,2021-11-25 01:30:04.082
L6017,TOKPO,5,Localit̩,CNT219,fra,t,superadmin,2021-11-25 01:30:04.082
L6033,TOKPEVIA,5,Locality,CNT219,eng,t,superadmin,2021-11-25 01:30:04.082
L6033,TOKPEVIA,5,Localit̩,CNT219,fra,t,superadmin,2021-11-25 01:30:04.082
L6034,GAPE-AGADZA,5,Locality,CNT221,eng,t,superadmin,2021-11-25 01:30:04.082
L6034,GAPE-AGADZA,5,Localit̩,CNT221,fra,t,superadmin,2021-11-25 01:30:04.082
L6035,SEVEHO,5,Locality,CNT216,eng,t,superadmin,2021-11-25 01:30:04.082
L6035,SEVEHO,5,Localit̩,CNT216,fra,t,superadmin,2021-11-25 01:30:04.082
L6038,KOEPEDO,5,Locality,CNT216,eng,t,superadmin,2021-11-25 01:30:04.082
L6038,KOEPEDO,5,Localit̩,CNT216,fra,t,superadmin,2021-11-25 01:30:04.082
L6040,HAKEDJI,5,Locality,CNT220,eng,t,superadmin,2021-11-25 01:30:04.082
L6040,HAKEDJI,5,Localit̩,CNT220,fra,t,superadmin,2021-11-25 01:30:04.082
L6042,DATIHO,5,Locality,CNT219,eng,t,superadmin,2021-11-25 01:30:04.082
L6042,DATIHO,5,Localit̩,CNT219,fra,t,superadmin,2021-11-25 01:30:04.082
L6044,ALAGBADZA,5,Locality,CNT216,eng,t,superadmin,2021-11-25 01:30:04.082
L6044,ALAGBADZA,5,Localit̩,CNT216,fra,t,superadmin,2021-11-25 01:30:04.082
L6052,AGOKPE,5,Locality,CNT219,eng,t,superadmin,2021-11-25 01:30:04.082
L6052,AGOKPE,5,Localit̩,CNT219,fra,t,superadmin,2021-11-25 01:30:04.082
L6058,KPOTA,5,Locality,CNT219,eng,t,superadmin,2021-11-25 01:30:04.082
L6058,KPOTA,5,Localit̩,CNT219,fra,t,superadmin,2021-11-25 01:30:04.082
L6066,ATINVE,5,Locality,CNT216,eng,t,superadmin,2021-11-25 01:30:04.082
L6066,ATINVE,5,Localit̩,CNT216,fra,t,superadmin,2021-11-25 01:30:04.082
L6081,GAPE-NYITA,5,Locality,CNT221,eng,t,superadmin,2021-11-25 01:30:04.082
L6081,GAPE-NYITA,5,Localit̩,CNT221,fra,t,superadmin,2021-11-25 01:30:04.082
L6082,ALOKOEGBE,5,Locality,CNT215,eng,t,superadmin,2021-11-25 01:30:04.082
L6082,ALOKOEGBE,5,Localit̩,CNT215,fra,t,superadmin,2021-11-25 01:30:04.082
L6092,TSITO,5,Locality,CNT219,eng,t,superadmin,2021-11-25 01:30:04.082
L6092,TSITO,5,Localit̩,CNT219,fra,t,superadmin,2021-11-25 01:30:04.082
L6099,GAPE-KOVE,5,Locality,CNT221,eng,t,superadmin,2021-11-25 01:30:04.082
L6099,GAPE-KOVE,5,Localit̩,CNT221,fra,t,superadmin,2021-11-25 01:30:04.082
L6116,AYAKOPE,5,Locality,CNT220,eng,t,superadmin,2021-11-25 01:30:04.082
L6116,AYAKOPE,5,Localit̩,CNT220,fra,t,superadmin,2021-11-25 01:30:04.082
L6119,KOVIE,5,Locality,CNT216,eng,t,superadmin,2021-11-25 01:30:04.082
L6119,KOVIE,5,Localit̩,CNT216,fra,t,superadmin,2021-11-25 01:30:04.082
L6132,LONVO,5,Locality,CNT219,eng,t,superadmin,2021-11-25 01:30:04.082
L6132,LONVO,5,Localit̩,CNT219,fra,t,superadmin,2021-11-25 01:30:04.082
L6135,NYIGBE,5,Locality,CNT219,eng,t,superadmin,2021-11-25 01:30:04.082
L6135,NYIGBE,5,Localit̩,CNT219,fra,t,superadmin,2021-11-25 01:30:04.082
L6145,DOGLOBO,5,Locality,CNT220,eng,t,superadmin,2021-11-25 01:30:04.082
L6145,DOGLOBO,5,Localit̩,CNT220,fra,t,superadmin,2021-11-25 01:30:04.082
L6147,GAPE-DEVE,5,Locality,CNT221,eng,t,superadmin,2021-11-25 01:30:04.082
L6147,GAPE-DEVE,5,Localit̩,CNT221,fra,t,superadmin,2021-11-25 01:30:04.082
L6149,AGBODJEKPOE,5,Locality,CNT219,eng,t,superadmin,2021-11-25 01:30:04.082
L6149,AGBODJEKPOE,5,Localit̩,CNT219,fra,t,superadmin,2021-11-25 01:30:04.082
L6150,KPENOU,5,Locality,CNT212,eng,t,superadmin,2021-11-25 01:30:04.082
L6150,KPENOU,5,Localit̩,CNT212,fra,t,superadmin,2021-11-25 01:30:04.082
L6153,TODOME,5,Locality,CNT219,eng,t,superadmin,2021-11-25 01:30:04.082
L6153,TODOME,5,Localit̩,CNT219,fra,t,superadmin,2021-11-25 01:30:04.082
L6169,GAMEGBLE,5,Locality,CNT220,eng,t,superadmin,2021-11-25 01:30:04.082
L6169,GAMEGBLE,5,Localit̩,CNT220,fra,t,superadmin,2021-11-25 01:30:04.082
L6172,ASSOME,5,Locality,CNT209,eng,t,superadmin,2021-11-25 01:30:04.082
L6172,ASSOME,5,Localit̩,CNT209,fra,t,superadmin,2021-11-25 01:30:04.082
L6173,KANYIKPEDJI,5,Locality,CNT219,eng,t,superadmin,2021-11-25 01:30:04.082
L6173,KANYIKPEDJI,5,Localit̩,CNT219,fra,t,superadmin,2021-11-25 01:30:04.082
L6174,AGBELOUVE,5,Locality,CNT219,eng,t,superadmin,2021-11-25 01:30:04.082
L6174,AGBELOUVE,5,Localit̩,CNT219,fra,t,superadmin,2021-11-25 01:30:04.082
L6176,LILIKOPE,5,Locality,CNT214,eng,t,superadmin,2021-11-25 01:30:04.082
L6176,LILIKOPE,5,Localit̩,CNT214,fra,t,superadmin,2021-11-25 01:30:04.082
L6179,TEKPO,5,Locality,CNT209,eng,t,superadmin,2021-11-25 01:30:04.082
L6179,TEKPO,5,Localit̩,CNT209,fra,t,superadmin,2021-11-25 01:30:04.082
L6181,AGAMAHE,5,Locality,CNT220,eng,t,superadmin,2021-11-25 01:30:04.082
L6181,AGAMAHE,5,Localit̩,CNT220,fra,t,superadmin,2021-11-25 01:30:04.082
L6182,BOLOUGAN,5,Locality,CNT215,eng,t,superadmin,2021-11-25 01:30:04.082
L6182,BOLOUGAN,5,Localit̩,CNT215,fra,t,superadmin,2021-11-25 01:30:04.082
L6183,DJOGBE,5,Locality,CNT209,eng,t,superadmin,2021-11-25 01:30:04.082
L6183,DJOGBE,5,Localit̩,CNT209,fra,t,superadmin,2021-11-25 01:30:04.082
L6185,TOGBA,5,Locality,CNT220,eng,t,superadmin,2021-11-25 01:30:04.082
L6185,TOGBA,5,Localit̩,CNT220,fra,t,superadmin,2021-11-25 01:30:04.082
L6186,KPEVEGO,5,Locality,CNT219,eng,t,superadmin,2021-11-25 01:30:04.082
L6186,KPEVEGO,5,Localit̩,CNT219,fra,t,superadmin,2021-11-25 01:30:04.082
L6188,ADOKPOE,5,Locality,CNT219,eng,t,superadmin,2021-11-25 01:30:04.082
L6188,ADOKPOE,5,Localit̩,CNT219,fra,t,superadmin,2021-11-25 01:30:04.082
L6191,GBLAINVIE,5,Locality,CNT212,eng,t,superadmin,2021-11-25 01:30:04.082
L6191,GBLAINVIE,5,Localit̩,CNT212,fra,t,superadmin,2021-11-25 01:30:04.082
L6196,BOLOUMODJI,5,Locality,CNT214,eng,t,superadmin,2021-11-25 01:30:04.082
L6196,BOLOUMODJI,5,Localit̩,CNT214,fra,t,superadmin,2021-11-25 01:30:04.082
L6197,BEGBE,5,Locality,CNT219,eng,t,superadmin,2021-11-25 01:30:04.082
L6197,BEGBE,5,Localit̩,CNT219,fra,t,superadmin,2021-11-25 01:30:04.082
L6199,BOGA,5,Locality,CNT220,eng,t,superadmin,2021-11-25 01:30:04.082
L6199,BOGA,5,Localit̩,CNT220,fra,t,superadmin,2021-11-25 01:30:04.082
L6201,KPALI,5,Locality,CNT214,eng,t,superadmin,2021-11-25 01:30:04.082
L6201,KPALI,5,Localit̩,CNT214,fra,t,superadmin,2021-11-25 01:30:04.082
L6202,ADIAKPO,5,Locality,CNT214,eng,t,superadmin,2021-11-25 01:30:04.082
L6202,ADIAKPO,5,Localit̩,CNT214,fra,t,superadmin,2021-11-25 01:30:04.082
L6203,MIVAKPO,5,Locality,CNT214,eng,t,superadmin,2021-11-25 01:30:04.082
L6203,MIVAKPO,5,Localit̩,CNT214,fra,t,superadmin,2021-11-25 01:30:04.082
L6210,N'DANYI,5,Locality,CNT214,eng,t,superadmin,2021-11-25 01:30:04.082
L6210,N'DANYI,5,Localit̩,CNT214,fra,t,superadmin,2021-11-25 01:30:04.082
L6211,BEGBE,5,Locality,CNT214,eng,t,superadmin,2021-11-25 01:30:04.082
L6211,BEGBE,5,Localit̩,CNT214,fra,t,superadmin,2021-11-25 01:30:04.082
L6219,DAVIE,5,Locality,CNT209,eng,t,superadmin,2021-11-25 01:30:04.082
L6219,DAVIE,5,Localit̩,CNT209,fra,t,superadmin,2021-11-25 01:30:04.082
L6221,HAVE,5,Locality,CNT211,eng,t,superadmin,2021-11-25 01:30:04.082
L6221,HAVE,5,Localit̩,CNT211,fra,t,superadmin,2021-11-25 01:30:04.082
L6222,KPATEFI,5,Locality,CNT214,eng,t,superadmin,2021-11-25 01:30:04.082
L6222,KPATEFI,5,Localit̩,CNT214,fra,t,superadmin,2021-11-25 01:30:04.082
L6224,AKATI,5,Locality,CNT220,eng,t,superadmin,2021-11-25 01:30:04.082
L6224,AKATI,5,Localit̩,CNT220,fra,t,superadmin,2021-11-25 01:30:04.082
L6226,TSIAPE,5,Locality,CNT214,eng,t,superadmin,2021-11-25 01:30:04.082
L6226,TSIAPE,5,Localit̩,CNT214,fra,t,superadmin,2021-11-25 01:30:04.082
L6232,KOGBE,5,Locality,CNT220,eng,t,superadmin,2021-11-25 01:30:04.082
L6232,KOGBE,5,Localit̩,CNT220,fra,t,superadmin,2021-11-25 01:30:04.082
L6233,DJAGBLE,5,Locality,CNT220,eng,t,superadmin,2021-11-25 01:30:04.082
L6233,DJAGBLE,5,Localit̩,CNT220,fra,t,superadmin,2021-11-25 01:30:04.082
L6234,WEME,5,Locality,CNT214,eng,t,superadmin,2021-11-25 01:30:04.082
L6234,WEME,5,Localit̩,CNT214,fra,t,superadmin,2021-11-25 01:30:04.082
L6236,AFOUGADJI,5,Locality,CNT220,eng,t,superadmin,2021-11-25 01:30:04.082
L6236,AFOUGADJI,5,Localit̩,CNT220,fra,t,superadmin,2021-11-25 01:30:04.082
L6237,AVEDZE,5,Locality,CNT219,eng,t,superadmin,2021-11-25 01:30:04.082
L6237,AVEDZE,5,Localit̩,CNT219,fra,t,superadmin,2021-11-25 01:30:04.082
L6240,DALAVE,5,Locality,CNT208,eng,t,superadmin,2021-11-25 01:30:04.082
L6240,DALAVE,5,Localit̩,CNT208,fra,t,superadmin,2021-11-25 01:30:04.082
L6242,KODZO,5,Locality,CNT211,eng,t,superadmin,2021-11-25 01:30:04.082
L6242,KODZO,5,Localit̩,CNT211,fra,t,superadmin,2021-11-25 01:30:04.082
L6245,SEWOVE,5,Locality,CNT208,eng,t,superadmin,2021-11-25 01:30:04.082
L6245,SEWOVE,5,Localit̩,CNT208,fra,t,superadmin,2021-11-25 01:30:04.082
L6247,GBATOPE,5,Locality,CNT211,eng,t,superadmin,2021-11-25 01:30:04.082
L6247,GBATOPE,5,Localit̩,CNT211,fra,t,superadmin,2021-11-25 01:30:04.082
L6248,AMELIBOME,5,Locality,CNT210,eng,t,superadmin,2021-11-25 01:30:04.082
L6248,AMELIBOME,5,Localit̩,CNT210,fra,t,superadmin,2021-11-25 01:30:04.082
L6252,ADANGBE,5,Locality,CNT211,eng,t,superadmin,2021-11-25 01:30:04.082
L6252,ADANGBE,5,Localit̩,CNT211,fra,t,superadmin,2021-11-25 01:30:04.082
L6254,DAVEDI,5,Locality,CNT211,eng,t,superadmin,2021-11-25 01:30:04.082
L6254,DAVEDI,5,Localit̩,CNT211,fra,t,superadmin,2021-11-25 01:30:04.082
L6255,AYETO ADJOGUIDI/ADJOGUIDI,5,Locality,CNT208,eng,t,superadmin,2021-11-25 01:30:04.082
L6255,AYETO ADJOGUIDI/ADJOGUIDI,5,Localit̩,CNT208,fra,t,superadmin,2021-11-25 01:30:04.082
L6256,TSIMANE,5,Locality,CNT220,eng,t,superadmin,2021-11-25 01:30:04.082
L6256,TSIMANE,5,Localit̩,CNT220,fra,t,superadmin,2021-11-25 01:30:04.082
L6260,ASSIKOE,5,Locality,CNT210,eng,t,superadmin,2021-11-25 01:30:04.082
L6260,ASSIKOE,5,Localit̩,CNT210,fra,t,superadmin,2021-11-25 01:30:04.082
L6261,DJAGBLE CENTRE,5,Locality,CNT210,eng,t,superadmin,2021-11-25 01:30:04.082
L6261,DJAGBLE CENTRE,5,Localit̩,CNT210,fra,t,superadmin,2021-11-25 01:30:04.082
L6262,LOWOE,5,Locality,CNT207,eng,t,superadmin,2021-11-25 01:30:04.082
L6262,LOWOE,5,Localit̩,CNT207,fra,t,superadmin,2021-11-25 01:30:04.082
L6264,AGODOME,5,Locality,CNT210,eng,t,superadmin,2021-11-25 01:30:04.082
L6264,AGODOME,5,Localit̩,CNT210,fra,t,superadmin,2021-11-25 01:30:04.082
L6274,AVETA,5,Locality,CNT207,eng,t,superadmin,2021-11-25 01:30:04.082
L6274,AVETA,5,Localit̩,CNT207,fra,t,superadmin,2021-11-25 01:30:04.082
L6278,KETAPUI,5,Locality,CNT207,eng,t,superadmin,2021-11-25 01:30:04.082
L6278,KETAPUI,5,Localit̩,CNT207,fra,t,superadmin,2021-11-25 01:30:04.082
L6280,ABOLAVE,5,Locality,CNT207,eng,t,superadmin,2021-11-25 01:30:04.082
L6280,ABOLAVE,5,Localit̩,CNT207,fra,t,superadmin,2021-11-25 01:30:04.082
L6282,GATI AGODOU,5,Locality,CNT211,eng,t,superadmin,2021-11-25 01:30:04.082
L6282,GATI AGODOU,5,Localit̩,CNT211,fra,t,superadmin,2021-11-25 01:30:04.082
L6284,AGODEKE-TSADOME,5,Locality,CNT208,eng,t,superadmin,2021-11-25 01:30:04.082
L6284,AGODEKE-TSADOME,5,Localit̩,CNT208,fra,t,superadmin,2021-11-25 01:30:04.082
L6289,NYAMADZI,5,Locality,CNT207,eng,t,superadmin,2021-11-25 01:30:04.082
L6289,NYAMADZI,5,Localit̩,CNT207,fra,t,superadmin,2021-11-25 01:30:04.082
L6290,AMELEKI,5,Locality,CNT207,eng,t,superadmin,2021-11-25 01:30:04.082
L6290,AMELEKI,5,Localit̩,CNT207,fra,t,superadmin,2021-11-25 01:30:04.082
